doc,target
"Material : Paper Usage : gift,jewelry,clothes,tea.coffe,foods, core, candle,mailing packaging Surface Handling : hot stamping,embossed,debossed,spot UV coating,gloss/matte lamination Items : custom candle boxes luxury packaging paperboard Tube material : art paper,kraft paper, matt black paper,special paper,texture paper Feature : Handmade,recycled,eco-friendly packaging,recycable,high quality Color printing : Pantone Colopr Printing,CMYK MOQ : 100pcs Size and logo : customized as your request OEM/ODM : YES Payment term : T/T, paypal, Western Union Shipment : Express, Air, Sea Certificate : SGS, FSC, CE, ISO90001 : 2008",1
"These are used but in very good condition, the controllers are for digital racing up to 6 on one track to use with the 6 car pb or 4car pb which I have for sell if you need one ok. 2nd pic are of the 8 coloured tops which clip in so you know who car is for which controllers please tell me which top you want ok.",0
"Properties : Injection & Puncture Instrument Instrument classification : Class III Product Name : : dermal filler hyaluronic acid cannula Place of Origin : : Hebei,China(Mainland) Gauge : 18G,20G-27G,30G Needle Length : 38mm,40mm,50mm,60mm,70mm Material : : Pure stainless stell Application : : Nasolabial Fold/Lip/Face/Body Usage : For hyaluronic acid injection Package : : 50 pieces /box OEM/ODM : : Yes keyword : Micro Cannula,Blunt Tip Needle",1
"Mans new unworn Beige Jumper, medium size, from Edinburgh woollen mill",0
"Top quality, heavy duty underlay for pond. New, unused leftover from pond project. Over 6 metres long x 2 metres wide. Could be used to protect furniture as a dudtsheet.",0
"LOTT'S CHEMISTRY SET OVER 60 YEARS OLD COLECTORS ITEM, INSTRUCTION BOOK TEST TUBES ECT.

VERY GOOD CONDITION",0
"Hi, I would like a quote for 10000 pieces of customized white tissue paper with the attached logo printed on it please, shipped to the UK? And then 200 stickers with the same logo on please. Thanks. Size : 50*70cm",1
"SUSSEX PINE ONLINE - EASTBOURNE

PURCHASE DIRECT FROM OUR WEBSITE - www.sussexpineonline.co.uk

Lovely rustic solid pine farmhouse kitchen table (almost 7 ft) with chunky legs, thick chunky solid pine top and lots of rustic character.

Extremely heavy and sturdy, sits nice and even, seats up to 10 people 8 comfortably.

It has a waxed finish with age marks from daily use.

Quality and well made table!!

L 210 - W 89 - H 78 cm

LIKE OUR FACEBOOK PAGE TO KEEP UP TO DATE WITH ALL NEW ARRIVALS

FREE LOCAL DELIVERY OR COLLECTION FROM EASTBOURNE EAST SUSSEX, I CAN DELIVER FURTHER PLEASE MESSAGE FOR PRICE OR YOU ARE WELCOME TO ARRANGE YOUR OWN COURIER TO COLLECT

ANY QUESTIONS JUST ASK, PLEASE VIEW MY OTHER SIMILAR ITEMS AND WEBSITE - Sussex Pine Online, Eastbourne

THANKS
t1732",0
"Dear Sir/Madam, Condition : New Type : Rotary Configuration : Portable Power Source : AC Power Lubrication Style : Lubricated Mute : Yes Voltage : Customers Requirement) Dimension(L*W*H) : 1200*845*1450MM Weight : 630 Certification : ISO9001 Warranty : One Year After-sales Service Provided : No overseas service provided color : yellow pressure : 7-13bar Product name : Industrial Equipment Rotary Screw Air Compressor Motor power : 22 Kw (30 Hp) Capacity : 3.5m /min(124CFM)",1
Approximately 90cm x 60 cm Red Rose Wall Art on Canvas,0
White Top Size Medium Brand New in soft quality heavyweight breathable polyester/cotton fabric with soft collar. Wear outside your skirt/trouser. Unused with Label. Plus Postage or PickUp,0
Looking for traditional Lac boxes and handicrafts with unique designs. what is the leadtime of your products ? do you have them in stock or you manufacture them ?,1
"Hi,Im interested in your product Supply Best Price Kojic Acid Dipalmitate, I would like some more details.I look forward for your reply.Regards,Kevin Kanyinda Mikandu",1
"Dear Sir/Madam, This is Buddhika balasuriya from Sri lanka Im looking for products with the following specifications. Oil separator model number - W569011 Pipe size - 1 3/8 Thanks & regards, Buddhika.",1
"Taupe faux silk curtain pair in excellent condition, 90"" x 90"" (228 x 229cm).

100% Polyester.",0
"Computer, Laptop Recycling Services in Exeter & Devon

Recycling Computers, Laptop, /mobile Phones, prices* - a selection for single units, please call for a quote.

Computer Monitor Recycling From £5

Full Computer System inc monitor & peripherals for one system or free when purchasing our Secure Data Wiping from £29.99 per system.

Must be seen working computer system with On-Site Data Wiping from £29.99 per unit.

Mobile phone recycling From £5 on working units only.

Cable recycling from £2.99.

Environmental Hazardous Waste Transfer Note charge £12.99 per certificate.

For collection's containing Hazardous Waste IE monitor charge £29.50 per unit.

We guarantee to beat any written quote within a 10 mile radius of Exeter City Center.

Phone to book our local recycling services on: 01392 3424...(click to reveal full phone number) or go online: https://c64200a3.multiscreensite.com/data-wiping-service-and-computer-recycling",0
nail maker machine semi automatic to be shipped to Yemen,1
I'm looking for women's winter wear products in knit wear.,1
"VOLVO CHILDS CAR SEAT

CHARCOAL GREY/SPOTTED VOLVO CHILDS CAR SEAT.

BACK PART CAN BE REMOVED TO LEAVE SEAT AS BOOSTER CUSHION FOR OLDER CHILD.

PERFECT FOR ANY MAKE OF CAR WITH 3 POINT SEAT BELT FASTENING.

IN EXCELLENT CONDITION AS ONLY USED FOR A FEW JOURNEYS IN GRANDPARENTS CAR.

WILL SUIT CHILD WEIGHING 33-80LBS OR 15-36KG AND HEIGHT 46-54INCHES OR 115-163CMS .

A BARGAIN!",0
"The new iPad Air is the most popular and powerful, full sized iPad in the market. With the A7 chip, advanced wireless connectivity, and many more great features in the best budget.

Visit at : https://www.mac4sale.co.uk/ipad/ipad-air.html",0
"Cast Iron Lamp Post, copper hood with side opening

door. Four new brackets. Suitable for outdoor display

or wired to light up. This is a full size lamp post and

buyer would need to organise removal.

Price can be negotiated.",0
"Brand New Ladies Top by Maine size uk 12 multicoloured

Cost £16 when bought but didn’t fit unfortunately

From pet & smoke free home

Collection or can Post",0
"Dear friend, It is nice to write to you. This is Roberto from Italy. I would like to buy style EPS wood craft fiberglass cloth skimboard. could you please send me the quotation from this with the details as below : Size, Color, model Number, Do you have any quality assurance certificates? if you have any other product that you believe I could have interest in please let me know. with RegardsRobertoRoberto Pucci",1
"Type : Other Educational Toys Type : : Pretend Play&Preschool Kitchen Plastic Type : : PP Place of Origin : : Guangdong,China(Mainland) Brand Name : : Bestnew toys for toys for kids 2018 Model Number : : BPD00934 toys for kids Decs : : Latest plastic electronic educational doctor toys for kids 2018 Packing : : Handle Box for china factory toys PCS/CTN : : 12 PCS Carton size : : 76x39x101CM Age : : 3+",1
"Hi,Im interested in your product CQB.SWAT 8"" Military Black Boots Army Tactical Boots. I would like some more details.I look forward to your reply.y",1
"Type : Document Bag Material : Leather Shape : CASE,FOLDER,BAG Size : Customized Size Color : Customized Usage : Office MOQ : 500pcs Logo : Accept Customized Logo Packing : Opp Bag Style : soft cover custom notebook",1
Very good condition buyer collects,0
Type : LiFePO4 Certificate : CE/RoHS/UN38.3/MSDS Cycle life : 2000 times Warranty : 18 Months Applications : Electric bike/Electric scooter/Electric motorcycle Composed type : customized Continuous Dischare Current : 30A Weight : 13.8kg,1
"A perfect small round coffee table size!


These rugs are beautifully handmade in India - ethically fair traded of course! Eco-friendly too because they are made from sustainable jute and recycled cotton sari material or recycled denim off-cuts.


Price is plus £6 courier delivery.",0
"Hi Sir/Madam,I am interested in this style of Sell Well Direct Sale Metallic Effect Metal Recycle Epoxy Powder Coating and in doing business with you.May I know more information about product such as : usage,state,What options/features do you have for the product?I am looking forward to your reply.Thanks/Regardssaleh alobaidi",1
"Howdy, Me interested its Economic product seal manufacture CNC lathe UT400E, could enviarme more information? I hope your response. edwin Pomier",1
"Logs for Sale suit larger woodburners chimineas firewood seasoned softwood Buyer collects



Logs for sale £6 per box Buyer collects ... we're in Dundry, Bristol.




See the pictures most them are unsplit and will burn slower.
I do have some updated pictures which I'll put on later too.

The large ones you will have to split yourself but if they will fit in your burner it will slower big.


Large cardboard banana boxes with handles at £6 each

Weight is between 15 and 20 kilos per box which if you check is more than other sellers on ebay and other sources.


The pictures give you an idea of the size of the boxes they are banana boxes; the logs are as you can see logs!

Afternoons are best for us. Text us... for time and date

You don't have to buy a ton or mass purchase that the commercial sellers want.



From us you can buy just one box if you want although I would recommend a few obviously, and they are fairly easy in the boxes to carry even though they are quite heavy and they will fit in the boot of your car.
Easier too than the net bags as they tend to snag. (and you can burn or re use the box)


And yes they are fully seasoned too so they will burn ok.

contact us .... and we'll tell you the right location...(sorry as every time I input the postcode Gumtree lists me as Bath ... go figure!)

You can e-mail or text or phone message... email and text is probably quickest to contact.


Phone or text Jon or Kate: ON THE NUMBER BELOW

0 7 9 1 3 2 5 6 9 0 1

or 0 1 1 7 9 6 4 2 2 7 7 to leave a message on the landline phone

Cash only, on collection please!",0
Type : Wrench Set Material : Alloy Application : Auto Repairing Color : Black Name : Repair Tool Kt MOQ : 1 SET,1
"Product Name : Personal water based lubricant Function : For sex and massage Material : water based lubricant Shipping day : 5-7days Package : gift box MOQ : 100boxes Volume : 50g service : OEM/ODM Payment : Western Union,Moneygram, T/T. Shipping way : HKEMS,DHL,EMS, etc.",1
